invoice_id,date,store_id,product,quantity,unit_price,total,regions
0ce58d6f-8511-49c0-a200-944c1cfa1f4f,2025-11-26,S-5,Shoes,9,1724,15516,Sinda
909cd87e-b87f-4ea0-a9e8-e29dc7a182f9,2025-07-25,S-2,Guns,3,1750,5250,Vubwi
5881897d-521f-40b9-a88a-72e58ac7b93f,2025-10-05,S-5,Pots,4,1516,6064,Vubwi
39d32e2e-5e5e-44cc-b6fd-8c9ee07754cc,2026-02-20,S-2,Shoes,3,1103,3309,Lusaka
40c7934e-3d0e-4e8e-8d2c-a0d2bf5b76f7,2025-04-24,S-4,Laptops,4,1179,4716,Chipata
d2daabaf-a89a-4a18-acbc-fb0462a1335f,2026-01-03,S-1,Guns,5,1349,6745,Lusaka
01b9ef95-3e96-430a-9c09-c81f47d7dd2d,2025-09-22,S-2,Phone,1,831,831,Vubwi
99fd6566-1b1e-4b11-bcb9-12f9413d9a25,2026-02-16,S-1,Pots,8,1551,12408,Chipata
5696b70f-5bb6-434f-bf11-dd0850b32631,2025-09-03,S-4,Phone,6,1029,6174,Sam
bc794090-721e-438f-9270-c2e232eee2df,2025-05-11,S-1,Shoes,6,800,4800,Lusaka
eab030ed-a233-4b22-a576-bc5700d28f32,2025-08-14,S-5,Pots,7,97,679,Chipata
6e545818-add7-47f7-a94c-051d530c6421,2026-01-21,S-2,Shoes,1,1366,1366,Lusaka
2b92d457-879b-4355-b0d5-7fd24073bae5,2025-03-04,S-3,Guns,8,660,5280,Vubwi
7380662b-0ab8-4f9c-90fb-6d7e106f13e4,2026-01-29,S-2,Phone,2,501,1002,Lusaka
cfba733d-ae1f-4616-ad5b-8e03184c15f2,2025-08-18,S-2,Laptops,8,1142,9136,Vubwi
e36299a6-5010-499a-a6ae-bc3c79599095,2026-02-12,S-1,Laptops,3,1923,5769,Sam
9f89dd30-d14d-42d2-a291-1c503eff0fe3,2026-02-24,S-4,Pots,2,661,1322,Vubwi
5c86d1a2-7210-4191-b32c-9012be755488,2025-09-13,S-3,Guns,3,615,1845,Chipata
ad3f4155-637b-4cd8-9afa-7f92687002b5,2025-05-02,S-2,Shoes,4,1706,6824,Chipata
198ccc01-a853-4a7e-b28f-f8babf5725be,2025-04-11,S-4,Pants,1,228,228,Chipata
4a523a09-af6b-4144-b3b4-f154a3b07700,2025-09-29,S-5,Laptops,8,1810,14480,Chipata
5f36f537-2aa2-4bff-91b2-1d67faab8d10,2025-10-13,S-4,Shoes,3,1229,3687,Vubwi
040c2847-f1ff-4633-a24b-19fc6bbff63d,2025-09-19,S-2,Phone,7,277,1939,Sinda
4c8a3bcc-c9c7-46f5-9e26-14b9c7df11a0,2025-06-12,S-4,Phone,5,1151,5755,Sinda
785c1733-2535-43f1-8322-d4f3241ce0b5,2025-09-08,S-4,Guns,1,1237,1237,Chipata
72d84cf9-f870-40dd-aa6e-f3d3e6034668,2026-01-15,S-5,Pots,2,1232,2464,Vubwi
37e97fc8-711c-4497-bf39-df206dc45b77,2025-11-30,S-4,Phone,2,1397,2794,Lusaka
aaf5d36b-2e9a-4788-99cc-b17d72865502,2025-05-21,S-1,Shoes,3,1311,3933,Chipata
dd7d3ffd-b13a-4ce2-9cc9-532a85f46fd0,2025-03-01,S-2,Laptops,2,342,684,Chipata
a4febcdc-6297-487b-89ee-dec76e763ee1,2025-11-12,S-2,Laptops,4,1750,7000,Lusaka
22ac4db4-6d34-48c7-a9fa-aa72f04b9b2c,2025-08-21,S-1,Pants,6,145,870,Chipata
23b8cf2c-27a5-4eef-800f-f3d99d607ea6,2025-11-05,S-4,Pants,9,1807,16263,Vubwi
9615a767-33ef-4bf7-9616-e9804ece3c2b,2025-03-21,S-4,Phone,4,1456,5824,Chipata
54c3f2a9-4e50-4f87-b0d4-55351f2a047a,2025-11-30,S-1,Phone,9,618,5562,Chipata
20c60189-4532-42ec-805c-a94a4281e5d4,2025-03-12,S-5,Phone,2,1283,2566,Vubwi
78903fc9-3777-43f3-9ab7-633bde03b274,2025-10-27,S-4,Shoes,10,1128,11280,Vubwi
53510d25-852a-4313-996a-89e7511692d9,2025-12-13,S-3,Laptops,9,248,2232,Lusaka
53b0760d-9018-4697-bcd0-50c98674108b,2025-12-19,S-1,Pants,1,1923,1923,Sinda
0699d270-52e8-4df8-ad57-d5c71cd5490a,2025-03-29,S-5,Shoes,5,496,2480,Sam
c96a6907-2848-4e39-88f8-5883ab8e77ab,2025-04-09,S-1,Laptops,6,387,2322,Chipata
7b8773a2-3b57-4705-9a20-54a66fe578bd,2025-12-11,S-5,Phone,7,859,6013,Sam
6f6fa35e-e90d-4495-8927-d2db3a0daea6,2025-06-12,S-1,Guns,7,99,693,Lusaka
5b8da9d3-9487-4b9b-82ef-f980de7d397f,2025-06-13,S-1,Phone,9,1747,15723,Chipata
ef1bcabb-fe8d-45ca-9fc8-78b4776fce67,2025-09-05,S-1,Shoes,6,1935,11610,Sinda
10187f07-7961-4b9e-96f5-71b81a036d1a,2025-11-07,S-4,Guns,4,849,3396,Chipata
fee863a5-128f-40f0-a0d3-7ca3f59faa3a,2025-06-26,S-5,Shoes,3,203,609,Vubwi
3589a8b4-73d2-466d-9ea8-24555475440d,2025-06-27,S-4,Laptops,4,251,1004,Lusaka
8f13f83e-a698-4127-a5e5-6f9dad807d30,2025-11-04,S-3,Laptops,10,417,4170,Sinda
5125da6e-c095-48ee-8531-8e0274be5c31,2026-02-14,S-2,Pots,1,656,656,Chipata
f2207f9d-1954-4eed-991e-a00676a3c972,2026-01-13,S-3,Guns,4,234,936,Vubwi
78113313-ba04-45ef-a0e6-af9349657da7,2025-06-17,S-5,Guns,8,1663,13304,Vubwi
43ec22dc-c03b-4508-98ef-d602a356760f,2025-10-09,S-4,Shoes,1,1529,1529,Sinda
596bed8c-848f-402a-8211-26e864179b30,2025-10-28,S-3,Shoes,1,1641,1641,Chipata
d215b681-73a1-458f-b3b3-307ce014f983,2025-04-12,S-4,Laptops,5,1895,9475,Sam
c61ea692-138e-454b-b700-990733b72ca6,2025-04-30,S-3,Shoes,2,1372,2744,Sam
a57c3b39-a918-47f6-9e96-3de66f9b1fe6,2025-12-15,S-3,Guns,6,657,3942,Vubwi
4ed48013-f672-40b2-800d-c55d86e15671,2025-11-29,S-4,Pots,10,462,4620,Sinda
065e1afb-3002-462f-95d6-ebbfd85d8785,2025-07-24,S-1,Shoes,7,1643,11501,Lusaka
66f769df-8e8c-47da-b6e7-eb944c5cbeb1,2025-03-05,S-5,Guns,8,1691,13528,Sam
f0f2b5f9-188e-4a70-9c77-57593d31cc7b,2026-01-26,S-4,Phone,3,1318,3954,Sinda
55775a18-fa49-4d53-81ef-a9fc18ec7e94,2025-10-11,S-4,Guns,1,622,622,Lusaka
be63f826-71d8-4d21-b6e0-f9d4c6d5c9fb,2025-04-16,S-4,Laptops,7,133,931,Vubwi
d68acd19-f740-42ae-86d4-43c028deb60e,2025-07-03,S-4,Pants,6,1292,7752,Sinda
927639a9-af98-4eb9-92e6-5716d8181637,2025-04-23,S-4,Pots,8,1179,9432,Vubwi
5e94fa35-fa7c-40fa-8294-aa319e91ada4,2025-11-24,S-5,Laptops,1,1693,1693,Chipata
1ff87f0d-dd9e-4a83-a832-0b73c782a205,2025-08-25,S-3,Pots,6,515,3090,Vubwi
