invoice_id,date,store_id,product,quantity,unit_price,total,regions
3d18fa42-0ec3-48fd-bf2c-bbe4f6ef4b66,2025-07-27,S-4,Shoes,5,1941,9705,Lusaka
af0c4ee4-72b4-4895-85f1-ed50b40dc8fa,2025-09-19,S-3,Shoes,5,951,4755,Sam
03b9c0b9-d50a-4bf4-be4f-4fc7c47e9ad9,2025-03-08,S-1,Pots,2,727,1454,Lusaka
1047408f-8be1-4d58-a445-cb4f3f8812cf,2025-08-18,S-3,Laptops,2,1632,3264,Vubwi
8a47c133-e872-4f93-8850-963e2ecbf0ca,2025-05-31,S-4,Shoes,9,118,1062,Vubwi
3c857318-b096-43ad-9c84-8140ac6c85b7,2025-08-28,S-4,Phone,1,173,173,Lusaka
bbeefb60-213c-49b0-9be3-3b66a5e41089,2025-09-08,S-1,Guns,6,979,5874,Lusaka
eef90308-5768-4a32-8678-b2293d467b93,2025-12-05,S-3,Guns,7,941,6587,Chipata
965c306d-1df2-4af3-ba71-32217146062c,2025-03-03,S-5,Phone,8,1367,10936,Sam
39954700-ed81-4389-98c0-26022edc4b46,2025-05-29,S-3,Shoes,8,1867,14936,Sinda
99c539f6-01d6-4418-8252-5425e6bb367f,2025-03-03,S-1,Pots,1,1223,1223,Sinda
975c49e4-4d96-4ff7-b916-24cc67d28a96,2025-09-03,S-5,Shoes,6,1190,7140,Vubwi
5d3cd359-8d18-4f19-870a-9a113358fd8f,2026-02-17,S-1,Laptops,1,907,907,Sam
e339e31b-8c5c-46ee-b0fd-3c16e9d530fe,2025-08-07,S-1,Laptops,3,1916,5748,Sam
b165551e-5ee6-4155-be85-617292b42a1a,2025-06-21,S-1,Phone,1,109,109,Vubwi
e431602a-256c-4f35-bda1-c827f1797a11,2025-08-12,S-4,Phone,2,1786,3572,Chipata
33044447-d486-496a-86f7-d4e88a4da992,2025-11-20,S-5,Phone,6,1667,10002,Sinda
754a0f05-7661-45f7-874c-8747cc9aa047,2025-05-23,S-5,Laptops,2,345,690,Sam
28ffd0d0-28d1-4120-9cae-5e844052e3c8,2025-04-25,S-4,Laptops,10,1103,11030,Sam
3e78af57-9965-45c6-88d7-1cea45420a30,2025-07-25,S-1,Pots,8,1284,10272,Chipata
5750c584-ca82-4388-b26a-34adf3e3a20f,2025-10-21,S-4,Shoes,10,805,8050,Lusaka
eaac4463-1c97-4fa2-89e3-7535ea47729f,2025-03-01,S-1,Guns,5,836,4180,Sam
786a70cf-3be8-4e26-b99f-556a6acdacdb,2025-03-16,S-1,Shoes,3,1676,5028,Lusaka
f5509a7a-52a5-4708-a1e2-28430d033878,2025-08-10,S-3,Pants,6,1021,6126,Sam
b7aa4e13-3b24-4f8a-a384-eb4952d791a3,2025-06-20,S-1,Laptops,5,789,3945,Lusaka
b81fae4e-ba61-4f1f-b8d8-4893e5bb0cca,2025-07-14,S-5,Shoes,3,421,1263,Sinda
793ed9f1-91f8-471f-a964-0a71d1575f89,2025-07-26,S-2,Phone,1,1415,1415,Chipata
aaa74b64-c5c4-4c62-bfe6-0c008cfe322e,2026-02-08,S-3,Shoes,6,1654,9924,Chipata
2b03a01f-2108-45a5-906c-a3374d1b433b,2025-12-18,S-4,Pants,2,1988,3976,Lusaka
df6e8832-cf4f-4c1d-8955-d953102a26e3,2025-07-11,S-4,Shoes,3,1231,3693,Sinda
32d89b61-481f-478a-b279-fad9f6a78f50,2025-11-07,S-4,Pots,1,935,935,Vubwi
dfc6a793-be70-4b0b-a58d-18e103508903,2025-10-01,S-4,Guns,10,1609,16090,Chipata
af0d0c6b-cbb0-4ac7-9092-57db267bea2c,2025-05-20,S-4,Pants,6,1600,9600,Lusaka
9dcc6a7f-5be7-4f0a-ac94-7f3157157bbe,2025-12-22,S-1,Pots,1,1340,1340,Lusaka
7a9085ae-1f02-4ac8-ad21-09869283fdd6,2025-03-13,S-1,Pots,8,802,6416,Lusaka
a7f9c9eb-9a63-48cb-9653-a54be3b3bd94,2025-10-27,S-1,Pants,9,188,1692,Sam
175c56b7-2573-4057-aeb3-804610242fdf,2025-09-28,S-5,Laptops,8,1502,12016,Sinda
262becfe-c306-49bb-b969-45af54f8f3be,2025-07-25,S-1,Shoes,5,584,2920,Sam
0a2e201f-c753-40d8-8f12-ae413584ec6b,2025-03-17,S-1,Phone,9,286,2574,Sam
c3efaee3-7f82-497c-bd39-6ab7eeb6afcc,2025-06-30,S-1,Shoes,2,681,1362,Sam
ab8ece84-b39a-453f-a96c-d108185d8c6f,2025-10-11,S-1,Guns,7,764,5348,Sinda
47abb2ee-7eef-4a55-8459-7668213d3807,2025-08-27,S-1,Pots,1,449,449,Sinda
3bb5157d-3fce-45ee-8baf-7d73aa1629c5,2025-05-03,S-3,Pants,2,1132,2264,Chipata
