invoice_id,date,store_id,product,quantity,unit_price,total,regions
2ac4b2c4-db2d-4f4e-b742-be3de2af0bf4,2025-10-11,S-1,Phone,5,440,2200,Lusaka
1b30471a-4386-4c93-bde6-cdc544c34791,2025-03-06,S-5,Phone,4,1483,5932,Vubwi
53843afe-a634-4f43-953a-07eba14e3eb7,2025-03-14,S-4,Shoes,1,1526,1526,Vubwi
de06173d-f6e4-4e6b-98ef-6bc3b0be1bff,2025-05-12,S-4,Pants,1,906,906,Chipata
978c7320-bd87-4901-9b52-d2503a0a4de4,2025-09-07,S-4,Pants,8,1293,10344,Sam
d0cfefb6-8449-43b8-be17-4ce5446564db,2025-10-03,S-4,Pots,1,208,208,Sam
21967d37-5712-469a-a2d8-cb7838f670bd,2025-05-03,S-1,Laptops,9,519,4671,Sam
77381b3a-9d4b-44f9-af88-1dcf06a1561e,2025-09-18,S-4,Phone,5,461,2305,Sinda
c5e4f9aa-197d-4234-8ea4-8e1843093e5a,2025-08-21,S-2,Guns,9,760,6840,Sinda
3f308527-87c0-4e9a-a12d-5821f9470317,2026-02-03,S-2,Shoes,1,1178,1178,Vubwi
588c4a33-1270-489b-ba1b-3fc515a47f94,2025-05-04,S-1,Pants,2,627,1254,Vubwi
240c789e-3144-4d25-a7f3-38175e66e24f,2026-01-28,S-4,Phone,1,1500,1500,Sam
b4798114-a4b8-46a0-b155-33816ac2b253,2025-07-25,S-5,Laptops,2,1121,2242,Vubwi
0e114a4d-925e-4b8a-92c0-bd8286c4406e,2026-01-31,S-2,Guns,10,1330,13300,Chipata
189aee92-9c45-4bd8-841b-260daccb078a,2026-01-12,S-5,Laptops,8,1415,11320,Vubwi
4186132b-6c32-4942-a235-4fb8eb323f72,2025-07-29,S-2,Pots,2,755,1510,Chipata
ff06313f-5a1a-4dfc-b4ec-c63bec83747c,2025-04-18,S-4,Guns,4,1611,6444,Chipata
5740796a-5c17-40bd-a3c9-d38cdba73984,2026-01-26,S-4,Guns,8,1193,9544,Sam
2e8d7229-6b35-4428-8040-8841accd89f0,2025-07-15,S-3,Pants,10,1350,13500,Sam
e3d48f6f-4c99-4128-83a9-aabd9f19898a,2025-03-25,S-2,Phone,2,407,814,Lusaka
9bc4f5ba-a2ee-4591-93b2-df73b089d097,2025-03-09,S-4,Pants,7,1218,8526,Vubwi
97b402f8-4c22-4e8d-a28a-aa1259b056d2,2025-08-08,S-3,Laptops,5,1511,7555,Lusaka
c2670eb1-13dd-42bd-bdfe-7396df0a9dbf,2025-08-26,S-3,Pants,1,407,407,Sinda
641ef885-026a-4167-9812-b6d49955cb65,2026-02-22,S-2,Guns,1,254,254,Vubwi
a7be9a34-716c-48db-829e-01f1d51718bf,2025-10-11,S-3,Guns,7,275,1925,Lusaka
7b0032d8-7274-4b1f-b584-eb4aaecff593,2025-11-15,S-5,Pots,5,1846,9230,Vubwi
5f3374e8-6cf4-4fda-b52c-d57478e9038e,2025-03-18,S-5,Pots,5,1128,5640,Sinda
46e33047-7011-451a-833b-82470c8fd723,2025-02-28,S-5,Phone,8,912,7296,Lusaka
491e8683-e6ca-4ee8-a534-169dd184156e,2025-10-04,S-2,Guns,10,317,3170,Sam
a55ab583-587b-410c-b54a-25aeed4abeb5,2025-12-03,S-2,Phone,8,171,1368,Sam
e06a303c-a90c-49df-b641-c471cee15098,2025-06-09,S-4,Guns,6,1519,9114,Lusaka
3c305b3e-ed3d-4d82-a513-a1fdf67f2962,2025-05-28,S-1,Pots,3,1590,4770,Chipata
9d58da94-00f5-4fe3-b00b-0483af7e78cd,2026-02-14,S-1,Pots,9,584,5256,Lusaka
25bd2d95-a33c-4426-a7bc-372e355ce63a,2025-03-25,S-2,Pants,1,1941,1941,Chipata
374fde97-caaf-4f43-bc62-c182bc3030b4,2025-12-17,S-2,Pants,2,1617,3234,Sinda
51fe0872-2240-4140-8e41-12dfe32e41e4,2025-11-14,S-2,Laptops,3,137,411,Chipata
7573ac8a-2119-4ed4-a6ed-079d2e321abb,2025-12-05,S-4,Shoes,8,1521,12168,Sinda
da9cc8fe-1633-4cfd-9a7c-d97ef5022972,2025-10-14,S-3,Laptops,5,1419,7095,Vubwi
9a5d3b97-a25d-4b51-9d7e-a329666e0345,2025-06-07,S-5,Laptops,6,416,2496,Chipata
4bc137e2-52bf-4210-9867-4a9f6ef3c9f0,2025-10-13,S-4,Pots,3,432,1296,Vubwi
42f5a179-393f-4860-a68f-04f6aeae70b9,2025-08-04,S-2,Shoes,6,750,4500,Sinda
be109820-258c-4c2b-9131-4ef6a217ba5b,2025-04-18,S-2,Laptops,5,649,3245,Chipata
67791b72-ff65-45fb-8ff6-fb082caca68e,2026-02-22,S-4,Phone,8,1179,9432,Lusaka
e96d0c78-c20e-4f26-abbf-14c4b8e9f7f8,2026-01-08,S-5,Pots,1,1444,1444,Sam
3648fe08-fa0c-4b05-8c5e-5434a2dd84c4,2025-03-09,S-1,Pots,1,1843,1843,Vubwi
e6652bbb-8ad2-4b64-9d60-dd4a8176bfec,2025-10-23,S-2,Pants,6,737,4422,Sam
4ea0e230-94df-4e06-98a8-e7f4927e40fc,2025-09-04,S-2,Pots,5,1633,8165,Lusaka
85071c57-ccd7-4d75-babb-eadb2cad123d,2025-10-29,S-2,Guns,9,1095,9855,Lusaka
4c3ee160-d664-46ab-8dd2-fbad6ef6b46a,2026-02-02,S-4,Pots,6,704,4224,Sam
8a71d299-f8d6-49e7-97ec-ec38d2bc07fe,2025-03-06,S-4,Pots,6,1019,6114,Chipata
2e5756d4-9334-415b-8ffa-cc4e556248b8,2025-07-23,S-5,Pots,9,993,8937,Sinda
3292a5b8-fa10-465f-a093-f7b11e1a885e,2025-09-03,S-2,Shoes,2,1497,2994,Lusaka
3f671afa-10ac-49b6-aadf-eb75affe18e8,2025-08-23,S-5,Shoes,3,508,1524,Chipata
10c3de24-1e88-4871-bddd-f6d72dab211b,2025-03-17,S-5,Phone,4,320,1280,Chipata
995858ae-ed92-48b1-8a9c-8019890f245f,2025-05-14,S-5,Phone,1,351,351,Lusaka
194a4cfb-78c6-433b-baa8-f75dd6a8714e,2025-09-25,S-5,Pots,6,819,4914,Sam
3d72c040-29d2-4a55-809b-8157d236ad27,2025-03-08,S-5,Pants,5,1091,5455,Vubwi
86deb79f-7c64-47a8-9b0c-1eefb70587fe,2025-10-21,S-4,Guns,6,255,1530,Lusaka
8a03a8db-022d-4944-bffd-f84349ed0ea1,2025-09-28,S-1,Pots,5,1510,7550,Sinda
bf0acf51-0b9a-40e2-8f8a-85bf3f2cf76d,2025-10-22,S-3,Pots,4,645,2580,Lusaka
ef4a057b-fec3-4ecc-98cf-c78bb60e1dd3,2025-11-06,S-5,Phone,1,1470,1470,Sam
c69b7c41-e46f-464c-98d9-6bf1ee1bd5c9,2025-04-27,S-5,Laptops,3,434,1302,Chipata
56379a83-3a1c-4efb-a358-3b6327d87223,2026-02-20,S-2,Laptops,1,1184,1184,Sinda
7b5c7183-88cf-4a43-b19e-dea319d7de73,2025-08-27,S-1,Phone,3,588,1764,Sam
3df315a8-a1fe-45df-abe5-b68124b03498,2025-03-12,S-5,Guns,6,1441,8646,Vubwi
8da176e1-5d95-46a8-92b0-a6bb24c29949,2025-07-29,S-2,Pots,2,638,1276,Sam
f04e29ae-d72d-42f8-bb3d-0d1b581fa07a,2025-08-06,S-1,Laptops,2,700,1400,Sam
1eb29b21-cb69-4c12-bb9f-f8383b8dd5c5,2025-10-08,S-1,Laptops,8,1419,11352,Vubwi
8022ac28-8973-4fb6-9458-6e104ed1dbcc,2025-03-27,S-3,Laptops,2,649,1298,Sam
914487fb-8809-4eb9-b9b7-d1b3d8b0f851,2026-01-02,S-5,Pots,4,113,452,Lusaka
288469a2-b189-4018-a3ec-fc7d3f62b795,2025-03-14,S-5,Phone,6,414,2484,Chipata
4cc798fc-7755-494c-adcf-de5064de6198,2025-12-09,S-1,Phone,3,307,921,Vubwi
668905eb-56de-44f6-b871-ec0d20310933,2025-10-22,S-4,Laptops,10,1337,13370,Sam
bfb1b353-4766-4b01-80d5-029fefe0bb75,2025-06-15,S-1,Laptops,7,687,4809,Sinda
966753ab-d2e9-475f-abe1-cc2eedcc5715,2025-04-13,S-1,Guns,6,986,5916,Lusaka
e1d51aac-ddec-4cea-9fba-c73f5f2ce792,2025-09-28,S-4,Phone,7,88,616,Chipata
aac051e9-f1bd-4d63-8379-d9bfb2f82ece,2025-04-16,S-5,Laptops,10,1740,17400,Lusaka
7067de1c-8eef-4068-b304-fa69b49c36e2,2025-07-05,S-2,Pots,2,1211,2422,Sam
6a51bac7-9cb2-4322-acb2-6b233e71b66c,2025-06-19,S-5,Phone,8,1303,10424,Sinda
1103c6b5-71be-46af-8b07-d2d5866db4e5,2026-01-13,S-5,Pants,10,836,8360,Lusaka
a78f3d41-419f-4102-8cec-2b2ce5b1180c,2025-09-27,S-1,Pants,2,1811,3622,Sam
b5e8a88a-9035-4c03-ab3a-8e4af4860f89,2025-06-22,S-3,Shoes,1,1450,1450,Chipata
c1dcbac1-b935-40c7-8732-e4495940e55a,2025-05-24,S-3,Pants,8,986,7888,Sinda
0713671b-8a21-4fcc-9c6a-e7cae1b28098,2025-05-30,S-5,Guns,9,644,5796,Vubwi
932578ac-61c0-4247-858e-2a44a5758842,2025-10-11,S-3,Shoes,3,127,381,Vubwi
1d181810-e65f-4bf5-b733-85dc6e83d0ce,2025-10-19,S-1,Pots,6,755,4530,Sam
08b5e722-d554-4053-af61-84a523c72c4c,2026-01-26,S-5,Phone,2,388,776,Sinda
6b766d45-d785-4858-a466-cb6e20f5e5d9,2025-12-03,S-1,Phone,4,1963,7852,Lusaka
a2568c5b-53ce-4f87-aa47-26f4430745ca,2025-10-25,S-2,Phone,2,451,902,Lusaka
a388da5f-54e4-4586-b4c5-3e0f215b5989,2025-11-30,S-2,Laptops,10,1373,13730,Lusaka
f3d76b15-17c8-40c2-8388-2b78054d3f2c,2026-01-31,S-2,Pants,6,1849,11094,Vubwi
a6b33a24-af68-4af8-ab48-d746d75d3cc3,2025-04-08,S-2,Shoes,8,453,3624,Chipata
3294ed9f-a4d6-448d-9a45-72301093cb0c,2025-08-18,S-3,Phone,3,1262,3786,Vubwi
68cf29ce-3961-4d99-8fca-d0d546d0d80f,2025-03-23,S-3,Guns,5,1968,9840,Lusaka
6fe230e0-48b1-4c6f-bd01-7904bb1d9684,2025-10-17,S-5,Guns,6,146,876,Sam
7c7353f1-5528-43ec-bb56-93b82c762af5,2025-08-01,S-1,Phone,4,740,2960,Sinda
35d56b2d-d29a-41b5-bdc1-3824547a4a86,2025-09-30,S-1,Phone,10,798,7980,Vubwi
c7e5d7c4-13e6-4373-9f31-76a04d94c902,2025-03-29,S-4,Guns,8,1216,9728,Chipata
9212ba73-0909-415c-87b2-6174294d43bd,2025-12-22,S-1,Shoes,3,1760,5280,Chipata
10c827c4-1b02-4ac8-bf53-7d2b4e4bd56e,2025-04-30,S-2,Shoes,3,167,501,Chipata
602d2b49-b2a1-4d98-a9c0-8ef6e715194b,2025-09-04,S-5,Pants,8,520,4160,Vubwi
a9600ec9-5fd6-4531-becd-a87963a24eec,2025-06-17,S-3,Pants,3,1150,3450,Vubwi
6ae66f17-509d-4e21-8035-8ca9eee4c430,2025-08-07,S-1,Shoes,5,1290,6450,Sinda
1d9ebd11-bc97-4878-a50c-990998b39527,2025-12-19,S-2,Pants,2,1880,3760,Vubwi
1aefbd26-0e43-40ee-a027-0068b2bc5946,2025-12-17,S-5,Phone,1,1963,1963,Vubwi
3a87b6e7-fdc8-4e0d-b3fc-f6647dd9c380,2025-09-17,S-3,Phone,2,971,1942,Sam
e2c826a3-988c-4e7a-b92c-1c5f54d8a5d6,2025-06-03,S-1,Laptops,6,1204,7224,Sam
23eb2005-fef6-48d8-8454-76cac5d89ce9,2025-09-04,S-3,Shoes,7,817,5719,Sinda
acdb788f-1b30-4067-bee5-3e105788ed02,2025-08-08,S-1,Pants,7,884,6188,Chipata
0ff14164-794d-40a6-9179-832dd22b35bc,2025-11-03,S-1,Laptops,10,1451,14510,Lusaka
7bded619-3c1d-4013-83b8-6888a85383bb,2025-08-01,S-3,Phone,2,195,390,Chipata
32a7fd9b-ca10-491a-804d-538dc7ecf4e9,2025-06-10,S-3,Pots,3,1176,3528,Sinda
72860830-33cd-4359-8170-0ea89234240b,2025-07-26,S-3,Laptops,4,718,2872,Chipata
09089f09-9a51-420f-a215-2ad9a115d889,2025-12-08,S-3,Pants,10,1022,10220,Sam
4ced79d6-29f0-456b-b720-04fb1403d9d6,2025-09-28,S-1,Guns,6,736,4416,Vubwi
c5b3ffd8-bde6-46a4-b29b-01fbbf1c5f60,2025-09-25,S-2,Pots,6,1784,10704,Vubwi
b751bb06-0737-4d3b-b0c1-ffc814239e9f,2025-10-08,S-3,Phone,6,1822,10932,Vubwi
3b50f7e7-f5ee-4664-832f-1f12dd5116cb,2025-12-17,S-2,Pots,1,1673,1673,Sinda
91c08b34-de00-48d1-9001-d3e9c745150c,2026-02-05,S-1,Guns,5,1938,9690,Lusaka
276fcdbc-c07b-42c9-9b5c-fd110328ce1c,2025-08-12,S-5,Shoes,3,1818,5454,Vubwi
d500e207-6fab-4bac-abfd-97bcb7386eb1,2025-09-09,S-3,Guns,7,1040,7280,Lusaka
edc3b3ba-cb9e-4b99-9668-f83f790c2161,2025-03-01,S-5,Phone,7,674,4718,Vubwi
9cf0d250-2930-4c52-8bce-f12c8cbe1423,2025-12-02,S-5,Laptops,6,499,2994,Chipata
b6054470-05a7-4840-a244-520a0490db4b,2025-10-08,S-1,Pants,10,865,8650,Sinda
1dc0d9ee-8749-479f-9688-d282b59c6c89,2025-07-08,S-3,Pants,1,1775,1775,Sinda
1babef9d-53fa-4e9b-b360-cbea0c0ffad3,2026-01-03,S-5,Shoes,8,342,2736,Vubwi
73733367-3a46-40b4-a5d9-efe06f7f6de0,2025-06-01,S-1,Pots,2,1964,3928,Sinda
e61ddc4f-e6e6-440f-b5a2-4b980710aba7,2026-01-18,S-2,Pots,10,1807,18070,Sinda
a6ba4d5a-cd30-49fd-8fb1-a10779f47ca7,2025-07-01,S-5,Guns,4,137,548,Sinda
47ed0bab-f9c0-4f5e-b768-cd91264e6e12,2025-06-21,S-4,Shoes,7,1306,9142,Sinda
d5716a53-3521-4534-87f6-1b09de414ed2,2025-03-05,S-4,Shoes,10,953,9530,Sam
51a26b9b-6aaa-4a06-9a7d-916e3fbecb71,2025-05-07,S-2,Laptops,8,260,2080,Sam
aa07280d-00a8-4ae8-ae9d-0960f3af222e,2025-06-25,S-2,Pots,8,1791,14328,Vubwi
210ad1bc-4f0d-4a8e-b475-ad61418d8cd8,2025-11-03,S-3,Laptops,9,783,7047,Chipata
49fc5233-1a4b-48d0-bfa5-515dd31c7f1d,2025-04-13,S-2,Shoes,2,1352,2704,Sinda
29f7410a-4182-4459-b3ee-7e359bd73a44,2025-08-24,S-2,Pots,5,86,430,Sinda
15663462-e4c0-44c2-b212-9adca2d687ef,2025-05-02,S-5,Shoes,3,1806,5418,Vubwi
5d94e4d1-fc09-44b6-bbdf-15c50966292a,2025-08-12,S-3,Pots,3,228,684,Sam
1d3f7c15-27e1-41aa-b131-557d1c1b0845,2026-01-20,S-1,Pants,7,167,1169,Lusaka
